username,text
aphrodita_angelina,['masyaaallah']
masqur_ajaaa,"['kelasss', 'bangettt']"
hopeworld133_,['daaffa']
ciciprutz,[]
rokhmah075,"['sukses', 'yaa']"
nisarakhman543,"['sukses', 'altera']"
all.yara,"['masyaallah', 'keren', 'bangeet', 'sukses', 'selaluu']"
bouqet.aca,"['masyaallah', 'keren', 'banget', 'kak']"
yzlgg,['kobong']
amandarrhea,"['keren', 'banget', 'semangat', 'n', 'sukses', 'terus', 'yaa']"
hfiidp,"['keren', 'bangett', 'masyaallah', 'tabarakallah']"
__736c,"['keren', 'banget']"
alyaapriliaa,[]
iel.licious_,"['kerennnn', 'alteraaaaaa', 'menyalaaaa', 'bgttttttt']"
vcluuvley_,"['kerenn', 'bangett', 'semogaa', 'suksess', 'teruss', 'yaa']"
rrikmelia_,"['keren', 'banget', 'sukses', 'terus', 'dan', 'semangat', 'berkaryaa']"
laudyazrh,"['masyaallah', 'keren', 'bgttt', 'sukses', 'selalu']"
rchiv.el,"['semangat', 'dan', 'sukses', 'selalu', 'ya', 'dek']"
rzqiiiokt_,"['wih', 'keren', 'banget', 'semangat', 'yaaa']"
dvndptrs,"['kerennnn', 'sekaliii']"
nizarwildann,"['itu', 'aku']"
ellenast._,"['kerennnkecee', 'bangett', 'sukses', 'terus', 'yaa\u200d\u200d']"
ysefendii,"['loh', 'aku', 'iku']"
rzqiiiokt_,"['wahh', 'masnya', 'keren', 'buanget', 'e']"
rzqiiiokt_,"['jadi', 'malu']"
ysefendii,"['wah', 'perform', 'nya', 'keren', 'banget', 'coy', 'menyala', 'abangkuhh']"
keyyy.__.yyy,"['wihhhh', 'kerenn', 'bgt']"
hayatulmutiara_,"['keren', 'banget', 'kak', 'sukses', 'selalu', 'kak']"
sysyyioo,"['altera', 'the', 'bestt', 'lanjutkan', 'perjuangan', 'mu']"
jan_janeeeee3,['daffa']
jan_janeeeee3,[]
mozzalisa,[]
orizasandraa,"['ma', 'syaa', 'allah', 'sukses', 'selalu', 'yaa']"
myogipermanaaa,"['aaahh', 'parah', 'keren', 'bgt']"
onokdirection,['kerenn']
atmajawaja,['keren']
sendymaulina,['kereen']
mhdaafs,"['keren', 'bangett', 'selalu', 'semangatt', 'yaa', 'sukses', 'terus']"
rahmadanipujir,"['masya', 'allah', 'keren', 'bangett', 'sukses', 'selaluu']"
farik.art8,"['keren', 'banget']"
dapuritah,"['kereeen', 'abis']"
rakacilik______,"['keren', 'polll', 'semangat']"
zzsyyo,"['wihh', 'masyaallah', 'keren', 'banget', 'memang', 'sudah', 'seharusnya', 'anak', 'muda', 'meluangkan', 'waktunya', 'untuk', 'mengikuti', 'kegiatan', 'seperti', 'ini', 'selain', 'menambah', 'pengalaman', 'kita', 'jg', 'dapat', 'mengembangkan', 'dan', 'menyalurkan', 'minat', 'bakat', 'kita', 'melalui', 'event2', 'seperti', 'ini', 'tetap', 'semangat', 'untuk', 'seluruh', 'anak', 'muda', 'indonesia', 'tetaplah', 'menginspirasi', 'dan', 'menciptakan', 'inovasi2', 'baru']"
rzqiiiokt_,"['wah', 'jadi', 'malu', 'aku']"
lilisa_.1,"['kerennn', 'polll']"
adpid_,"['wih', 'kerenn', 'abis']"
mnabiill,"['menyala', 'abangku']"
satryapandewo,"['kerenn', 'bangett']"
cyxzsatt,"['keren', 'bangett']"
nizarwildann,"['wahh', 'keren', 'bangett', 'nyalakan', 'sendiri', 'abangkuuu']"
alzdn__,"['keren', 'bangett', 'tetap', 'semangat', 'dan', 'pantang', 'menyerah']"
sf4ssa_,"['keren', 'sekali']"
rasyadannnnn,"['keren', 'bgt', 'semoga', 'sukses', 'selalu']"
kristianchocho,"['absolutely', 'amazing']"
winawibowo_,['wah']
newchapter0903,['smangat']
adjengaprinna,"['alteraaaa', 'goodluck', 'kiddos']"
radjahafizhh,['gooooo']
susilo_wardoyo69,['mantullll']
nur_hayu12,['kerennn']
bangunhutajulu,['bagus']
yahyaubai_,[]
deanfaizr,['ngerii']
yosi_jogja,['hebaaattt']
dherrypermita,['altera…']
xo.lels,"['nice', 'one', 'altera']"
rianishenola,"['anak', 'hebaattt']"
derry_murad,"['menyala', 'kak', 'daffa']"
ucokpancoro,[]
masduvall,"['go', 'altera', 'goooo']"
about4d,"['gaasssa', 'pooollll', 'altera', 'menyala', 'abangku']"
digdaya.azka,"['bravo', 'altera']"
deandra_batrisya,"['altera', 'yes']"
gedagidaw,"['wani', 'altera']"
alimmud,['kerennnn']
s_widodo67,"['alteratunjukan', 'pesonamu']"
dwiwahyuni.rahayu,"['keren', 'sukses', 'sll']"
anita_sukamto,"['sukses', 'kak', 'mika', 'and', 'friends']"
muchson_ali,"['kerennnn', 'semoga', 'sukses']"
iboe3anak,"['kereeen', 'mba', 'nadaaa']"
pakariesok,"['yang', 'main', 'biola', 'kayak', 'kenalsemangat', 'kakak']"
indira_indrawan,"['sukses', 'selalu', 'altera', 'band']"
dkavrlmr,"['masyaallah', 'keren', 'bgtt']"
pieceoflisa_,['hebatttt']
ppeiika,"['masyaallah', 'jossss', 'kerenn', 'polll']"
maya.chaninah,"['masyallahh', 'tabarakkallahhh', 'keren', 'bgtt']"
ilouvmore,['keeeereeennn']
nana_chris20,"['wah', 'keren', 'bilqis']"
yos_1606,"['kerennn', 'banget', 'semangat', 'terus', 'yaaa']"
moccyla,"['keren', 'sekali', 'bisa', 'menjadi', 'inspirasi', 'anak', 'muda', 'di', 'zaman', 'sekarang', 'masih', 'banyak', 'anak', 'muda', 'yang', 'pergi', 'ke', 'warung', 'merokok', 'bahkan', 'melakukan', 'halhal', 'yang', 'negatif', 'lainnya', 'dengan', 'melakukan', 'hal', 'positif', 'seperti', 'berkarya', 'seperti', 'ini', 'dapat', 'menciptakan', 'generasi', 'emas', 'yang', 'sehat']"
munzia_,"['menyala', 'altera']"
zahnetaaaa,"['kerenn', 'smngtttt']"
rlyyy_._,"['keren', 'semangat', 'terus', 'berkarya']"
yp_17,['gasss']
dorkieslash,"['wuiikkk', 'keren', 'sekalii']"
r.dandy1,['keren']
ali.atta01,"['masyaallah', 'menyala', 'altera', 'sukses', 'terus', 'ya']"
draftsliebe,"['wowww', 'kerenn', 'bangettt', 'alteraa', 'maju', 'terusss']"
kanayojo,"['go', 'go', 'go', 'altera']"
fefycreative,"['you', 'are', 'the', 'best', 'nak']"
ekaseptia_n,"['kerennnnn', 'altera']"
whenimarifatus,['alteraaaaaaa']
maanikmaala,"['nyalain', 'sendiri', 'altera']"
edfian2014,"['best', 'performance', 'for', 'you', 'the', 'keyboardist']"
annisanusaimaa,[]
ratuermaj,"['sukses', 'selalu', 'bang']"
uniririndrg,"['masyaallah', 'sukses', 'selalu']"
putriknst,"['sukses', 'yaaaa']"
nurul_nh18,"['menyala', 'abang', 'ku']"
daffa_sofa,[]
lidiraw,"['sukses', 'selaluuui']"
only._axxski,"['menyala', 'altera', 'band', 'kuuuu']"
wijonoombis,"['mantap', 'lanjuuut']"
wijonoombis,"['altera', 'lanjuuut']"
ardi_hendrastiawan,"['altera', 'gasss']"
solipah.s,"['sukses', 'dan', 'selalu', 'berkibar']"
nuning_ratnam,"['menyala', 'altera']"
alfianmalaka90,"['muantappp', 'tambah', 'jooss', 'aja', 'pdsm']"
nennyfebri77,"['tdk', 'untuk', 'daerah', 'kami', 'di', 'seputaran', 'jagalan', 'bapak', 'tiap', 'hari', 'kami', 'menunggu', 'air', 'keluar', 'mulai', 'jam', '89mlm', 'sampai', 'jam', '5', 'pagi', 'setelah', 'itu', 'tdk', 'keluar', 'samasekali', 'mohon', 'di', 'tindaklanjuti', 'bapak']"
maulanaols,"['daerah', 'jetis', 'kulon', 'dari', 'kemarin', 'sore', 'sampai', 'sekarang', 'air', 'tidak', 'mengalir', 'sama', 'sekali']"
linaasetyo,"['tambak', 'laban', 'mati', 'nyala', 'airnya', 'pak', 'keluar', 'kecil', 'sekali', 'dari', 'senin', 'sampai', 'kamis']"
linaasetyo,"['tambak', 'laban', '67a']"
yudianto6950,"['mantap', 'sat', 'set', 'semangat']"
maulanaols,"['kemarin', 'sya', 'sudah', 'dm', 'via', 'whatsapp', 'semlm', 'ngalir', 'tapi', 'kecil', 'tp', 'pagi', 'ini', 'sdah', 'mati', 'lg']"
maulanaols,"['baik', 'terimakasih']"
atty_susila,"['mulai', 'pagi', 'tadi', 'air', 'mati', 'di', 'daerah', 'pandugo', 'rungkut']"
ismah_ais,"['tagihan', 'air', 'dirumah', 'sy', 'membengkak', 'april', 'ini', 'melebihi', '10x', 'lipat', 'tarif', 'rumah', 'tangga']"
inezmaria37,"['air', 'kecil', 'jl', 'arjuna', 'keluar', 'kalo', 'malam', 'saja', 'gimana', 'ini', 'pdam', 'mau', 'lebaran', 'juga', 'kan', 'repot', 'jadi', 'nya']"
zoneofdanny,"['air', 'daerah', 'siwalankerto', 'mati', 'lagi', 'kenapa', 'ya']"
d_nos1106,"['air', 'di', 'daerah', 'mati', 'tp', 'blm', 'ada', 'info', 'darurat', 'air', 'krn', 'd', 'rmh', 'g', 'ada', 'tandon', 'dan', 'sumur', 'info', 'via', 'chat', 'tp', 'blm', 'direspon', 'mungkin', 'lg', 'pada', 'saahur']"
d_nos1106,['karah']
venerandanw17,"['kenapa', 'pada', 'saat', 'malam', 'hari', 'pompa', 'pendorong', 'air', 'dihidupkan', 'cuma', '12', 'jam', 'terimakasih']"
ely24_01,"['gimana', 'mintolong', 'update', 'utk', 'area', 'kejawan', 'gebang', 'kenapa', 'air', 'pdam', 'mati']"
zoneofdanny,"['kapan', 'selesainya']"
diko_prayogo,"['kemarin', 'didepan', 'kantor', 'saya', 'ada', 'kebocoran', 'pipaa', 'saya', 'sudah', 'kirim', 'laporan', 'foto', 'ke', 'pdam', 'bukannya', 'ditambal', 'pipa', 'yg', 'bocor', 'tapi', 'airnya', 'malah', 'dimatikan', 'dari', 'semalam', 'jam', '2200', 'sampai', 'skrg', 'tidak', 'ada', 'air', 'tayamum', 'terus', 'dan', 'pakai', 'tissue', 'basah', 'sudah', 'dm', '4', 'kali', 'dr', 'kemarin', 'dibalas', 'baik', 'tapi', 'sampai', 'skrg', 'belum', 'ada', 'perbaikan', 'solusi', 'pipa', 'bocormatikan', 'saluran', 'air']"
ely24_01,"['hrusnya', 'update', 'pemberitahuan', 'min', 'jadi', 'kita', 'yg', 'daerah', 'sini', 'bs', 'siaga', 'tampung', 'air', 'biasanya', 'kan', 'ada', 'info', 'pemberitahuan', 'loh', 'min', 'bahkan', 'saat', 'sy', 'bkin', 'laporan', 'malah', 'yg', 'cs', 'nyabtdk', 'tau', 'di', 'lapangan', 'ada', 'apa', 'dan', 'malah', 'tnya', 'ke', 'sy', 'kiraw', 'di', 'daerah', 'sini', 'ada', 'pekerjaan', 'pdam', 'ndak', 'kan', 'lucu', 'min']"
ely24_01,"['nah', 'itu', 'kan', 'sy', 'komen', 'kejawan', 'gebang', 'minini', 'beda', 'org', 'apa', 'gmna', 'yg', 'balesin', 'kmren', 'kan', 'sy', 'minta', 'tlong', 'update', 'area', 'kejawan', 'gebang', 'dan', 'ga', 'ada', 'di', 'semua', 'medsos', 'pdam', 'mengenai', 'akan', 'adanya', 'gangguan', 'pdam', 'di', 'area', 'rmh', 'sy', 'yaitu', 'kejawan', 'gebang', 'makanya', 'sy', 'mjnta', 'updatesy', 'smpek', 'tnya', 'cs', 'telp', 'via', 'bebas', 'pulsanya', 'itu', 'dan', 'di', 'info', 'blm', 'ada', 'info', 'di', 'lapangan', 'mengenai', 'gangguan', 'di', 'daerah', 'sy', 'inim', 'gituloh', 'min', 'makanya', 'sy', 'bilang', 'biasanya', 'kan', 'ada', 'info', 'di', 'medsosnyanah', 'ini', 'ga', 'ada', 'sm', 'skali', 'makanya', 'kita', 'ga', 'bs', 'prepare', 'tampung', 'air']"
manrisk.id,"['masyaallah', 'tabarakallah']"
manrisk.id,"['cek', 'untuk', 'manajemen', 'risiko', 'lebih', 'baik', 'dengan', 'integrasi', 'teknologi']"
yudianto6950,"['mantap', 'sat', 'set', 'semoga', 'berkah']"
hadiprasetyo88,"['dampak', 'dari', 'galian', 'box', 'calvert', 'sering', 'terjadi', 'internet', 'putus', 'hampir', 'seharian', 'karena', 'kena', 'galian', 'box', 'culvert', 'pdam', 'juga', 'surabaya', 'bertebaran', 'box', 'culvert', 'debu', 'jalan', 'bergelombang', 'macet', 'sdh', 'merupakan', 'bagian', 'seharihari', 'yg', 'dirasakan', 'warga']"
denycaeme,"['raya', 'tengger', 'air', 'mati', 'min', 'tidak', 'ada', 'info', 'apa2', 'tiba2', 'air', 'ikut', 'mudik']"
denycaeme,"['malam', 'kak', 'barusan', 'mulai', 'kluar', 'air', 'walau', 'masih', 'kecil', 'nanti', 'malam', 'kalau', 'masih', 'terkendala', 'besuk', 'saya', 'share', 'alamat', 'd', 'dm', 'terimakasih', 'fast', 'respon', 'nya', 'kakmin']"
rizqiamrii,"['sehat', 'selalu', 'para', 'pejuang', 'menyala', 'abange']"
deasyf15,[]
yudianto6950,"['aamiinsemoga', 'kedepannya', 'pdam', 'surya', 'sembada', 'lebih', 'baik', 'lagi', 'dan', 'lebih', 'maju', 'tetap', 'semangat', 'dan', 'sat', 'set', 'untuk', 'warga', 'surabaya']"
kharistiano28,"['undiannya', 'tiap', 'berapa', 'bulan', 'ini', 'min']"
fitria_rrm,"['min', 'mau', 'tanya', 'tagihan', 'sudah', 'tidak', 'aktivnominal', 'tagihan', 'akan', 'menjadi', 'tunggakan', 'pada', 'tagihan', 'berjalan', 'kan', 'belum', 'abis', 'bulan', 'ini', 'minbiasanya', 'bisa', 'kok', 'kok', 'sekarang', 'gini', 'min']"
fitria_rrm,"['biasanya', 'bayar', 'akhir', 'bulan', 'tidak', 'apa', 'apa', 'min', 'kalau', 'bayar', 'besokapakah', 'akan', 'kena', 'admin', 'bukaan', 'min', 'karena', 'sudah', 'masuk', '3', 'bulan', 'min']"
gunadi_3.1,"['kesulitan', 'login', 'meskipun', 'pakai', 'nomer', 'tlpn', 'yg', 'terdaftar', 'atau', 'nomer', 'tlpn', 'baru']"
dianpermata95,"['air', 'daerah', 'jagiran', 'tambaksari', 'kenapa', 'keruh', 'sekali', 'berwarna', 'coklat', 'dan', 'bau', 'sangat', 'tidak', 'layak', 'dibuat', 'mandi']"
afifaaah92,"['ini', 'untuk', 'hari', 'ini', 'tha']"
margarethasarden,"['pagi', 'ini', 'selasa', 'tanggal', '02', 'april', '2024', 'padam', 'karah', 'dan', 'jambangan', 'mati', 'peeeeeetttt', 'sejak', 'kam', '0230wib', 'dini', 'pagi', 'tadi', 'sampe', 'skrg', 'jam', '0947wib', 'piye', 'jal', 'masak', 'opo', 'ora', 'mandi', 'opo', 'ora', 'toren', 'sampe', 'entek', 'loh', 'minnn']"
pugoristiawan,"['di', 'jambangan', 'juga', 'mati', 'air', 'nya']"
chumietulalit,"['saya', 'd', 'manyar', 'sambongan', 'ga', 'dapet', 'ya', 'pak']"
lukass_rahmat,"['tiap', 'pagi', 'air', 'mati', 'terus', 'di', 'daerah', 'manyar', 'sabrangan', 'min']"
edwynpras97,"['aliran', 'air', 'msh', 'belum', 'menyala', 'di', 'gubeng', 'kertajaya', 'karangwismo']"
aajtourtravel,"['darmokali', 'juga', 'mati', 'dari', 'pagi', 'tadi', 'dan', 'belum', 'ada', 'tanda', 'tanda', 'air', 'nyala', 'lagi']"
erriopeter,['istimewah']
nusantara_komunikasi,"['kerja', 'pdam', 'surya', 'sembada', 'sudah', 'sangat', 'bagus', 'responsif', 'tinggal', 'kontraktor', 'box', 'culvert', 'yg', 'harus', 'mendapat', 'teguran', 'dan', 'sanksi', 'cak', 'berkali2', 'menyusahkan', 'warga', 'karena', 'aliran', 'pdam', 'bocor', 'efek', 'proyek']"
fameta1975,"['yg', 'terhormat', 'bpk', 'walikota', 'dan', 'pimpinan', 'mau', 'ada', 'perbaikan', 'jalanproyek', 'box', 'culvert', 'dimanapunsilakan', 'tp', 'tlg', 'dgn', 'sgt', 'utk', 'pengerjaan', 'proyek', 'apapun', 'utk', 'tdk', 'mengganggu', 'warga', 'dgn', 'pipa', 'bocorlah', 'air', 'matilah', 'dan', 'drama2', 'lainnya', 'tlg', 'dgn', 'hormat', 'bpkibu', 'pimpinan', 'pemkot', 'titip', 'jg', 'utk', 'pengerjaan', 'box', 'culvert', 'or', 'gorong2', 'di', 'jl', 'kertajaya', 'antara', 'toko', 'buku', 'alta', 'dan', 'toko', 'elektronik', 'ufotlg', 'diberi', 'jembatan', 'penyeberangan', 'ditembok', 'pembatas', 'box', 'culvertnya', 'spy', 'warga', 'nggak', 'hrs', 'muter', 'kalau', 'mau', 'nyebrang', 'setelah', 'turun', 'dari', 'bus', 'atau', 'mobil', 'demikian', 'keluhan', 'saya', 'sbg', 'warga', 'surabaya', 'makaci']"
alfianmalaka90,['muantappp']
rasya3144,"['area', 'tambak', 'wedi', 'air', 'mati', 'dari', 'pagi', 'sampai', 'sekarang', 'sampai', 'kpn']"
rasya3144,"['area', 'tambak', 'wedi', 'baru', 'blm', 'keluar', 'yakn', 'sudah', 'selesai', 'perbaikan', 'nya']"
rasya3144,"['area', 'tambak', 'wedi', 'baru', 'kok', 'blm', 'keluar', 'ya', 'kn', 'udah', 'perbaikan']"
rasya3144,"['oh', 'iya']"
edwynpras97,"['aliran', 'air', 'pdam', 'di', 'wilayah', 'gubeng', 'kertajaya', 'karangwismo', 'tidak', 'menyala', 'sejak', 'tadi', 'pagi', 'mohon', 'perhatian', 'dan', 'pelayanannya']"
ultramilk_,"['di', 'manukan', 'tama', 'debit', 'air', 'kecil', 'sekali', 'bahkan', 'tidak', 'menyala', 'sejak', 'ada', 'perbaikan', 'jalan']"
ultramilk_,"['operasional', 'toko', 'jadi', 'terhambat', 'sudah', 'chat', 'lewat', 'whatsapp', 'tidak', 'ada', 'petugas', 'yang', 'datang']"
agusanggie,"['mohon', 'dicekpertigaan', 'kalirungkutdamkarbak', 'kontrol', 'atau', 'apa', 'itu', 'namanyasaya', 'rasa', 'mengeluarkan', 'airshg', 'di', 'titik', 'tsb', 'selalu', 'terendam', 'airmatur', 'nuwun']"
wywa28,"['terus', 'kapan', 'dong', 'daerah', 'bulaksari', 'dan', 'sekitarnya', 'd', 'perbaiki', 'krn', 'udh', '1', 'mingguan', 'ga', 'ngalir', 'pdam', 'dpt', 'bantuan', 'tangki', '2', 'kali', 'selebihx', 'kita', 'beli', 'air', 'gledekan', 'mohon', 'penjelasan', 'x', 'terimakasih']"
afie_qb,"['wilayah', 'gubeng', 'kertajaya', 'air', 'tidak', 'nyala', 'sejak', 'kemarin', 'malamnya', 'jalan', 'tapi', 'kecil', 'sekali', 'tapi', 'pagi', 'ini', 'airnya', 'mati', 'lagi', 'apakah', 'ada', 'perbaikan', 'atau', 'kenapa', 'ya', 'mohon', 'perhatian', 'nya', 'terima', 'kasih']"
kang.yusro,"['terima', 'kasih', 'atas', 'sat', 'set', 'nya']"
edwynpras97,"['box', 'culvert', 'gak', 'mari', 'satu', 'wilayah', 'belum', 'selesai', 'pengerjaan', 'box', 'culvertnya', 'ini', 'pengerjaan', 'box', 'culvert', 'lagi', 'segera', 'perbaiki', 'dan', 'cek', 'hidup', 'di', 'perkotaan', 'seperti', 'hidup', 'di', 'padang', 'pasir', 'kekurangan', 'air']"
rrizzbarr,"['wilayah', 'keputih', 'tegal', 'timur', 'air', 'nya', 'tidak', 'nyala', 'sejak', 'minggu', 'kemarin', 'apakah', 'penyebabnya', 'pemasangan', 'box', 'culvert', 'kalo', 'iya', 'tolong', 'secepatnya', 'selesaikan', 'masalah', 'ini']"
agusanggie,[]
sugiarto.giarto.9085,"['selamat', 'malam', 'saya', 'sugiarto', 'warga', 'simo', 'kuwagean', 'mohon', 'bantuan', 'untuk', 'perbaikan', 'pipa', 'pdam', 'yang', 'terkena', 'box', 'calvert', 'terima', 'kasih']"
eksafasyalu90,"['sukses', 'selalu', 'untuk', 'maju']"
wildanrifqih,"['pantes', 'aja', 'gabisa', 'airnya']"
wildanrifqih,"['haloo', 'minnn', 'untuk', 'pdam', 'di', 'ngagel', 'dadi', '1', 'belum', 'bisa', 'ya']"
wildanrifqih,"['belum', 'mengalir', 'sama', 'sekali']"
herlygendut,"['ngagel', 'dadi', 'i', 'airnya', 'skrg', 'cuma', 'menyala', 'kecil', 'cuma', 'bisa', 'di', 'lantai', '1', 'gak', 'kuat', 'ngangkat', 'ke', 'lt2', 'buat', 'isi', 'tandon', 'sampai', 'kapan', 'miin', 'udah', 'berharihari']"
yudianto6950,"['mantap', 'sat', 'set']"
ichsanguntur,"['mulyo', 'indah', 'grup']"
darwiyantodarwin,"['alhamdulillah', 'bisa', 'mengikuti']"
saviriaa,"['area', 'jemur', 'andayani', 'mati', 'air', 'sejak', 'pukul', '1330', 'wib', 'hari', 'ini', 'sampai', 'sekarang', 'tidak', 'ada', 'informasi', 'apapun', 'di', 'ignya', 'sudah', 'hampir', 'setengah', 'hari', 'dan', 'tidak', 'ada', 'info', 'estimasinya', 'kapan', 'selesai']"
indriiagathaa,"['saya', 'bayar', 'air', 'g', 'perna', 'telat', 'tp', 'air', 'ga', 'perna', 'kluar', 'kluar', 'cmn', 'mlm', 'jam', '1', 'sampe', 'jm', '5', 'abisitu', 'ga', 'kluar', 'lagi', 'pak', 'saya', 'warga', 'asli', 'surabaya', 'loh', 'pengaduan', 'dr', 'dulu', 'sampe', 'skrng', 'gak', 'ada', 'perubahan', 'respon', 'jg', 'gt', 'gt', 'aja', 'saya', 'bayar', 'full', 'air', 'ga', 'perna', 'kluar', 'tlg', 'ditindak', 'lanjuti']"
hoohasan91,"['sertivikat', 'belum', 'masuk']"
faradillaaptri,"['min', 'air', 'di', 'bringin', 'mati', 'kok', 'ga', 'ada', 'update']"
muhammadazkafo,"['ia', 'min', 'kenapa', 'bringin', 'mati', 'apa', 'ada', 'kaitannya', 'pembongkaran', 'jalan', 'depan', 'kecamatan', 'sedih', 'min', 'puasa2', 'air', 'mati']"
faradillaaptri,"['sdh', 'mengalir', 'min', 'terimakasih']"
muhammadazkafo,"['selamat', 'malam', 'sudah', 'nyala', 'jam', '5', 'sore', 'tadi', 'mulai', 'mengecil', 'sekarang', 'sudah', 'lancar', 'kembali']"
denny.restria,"['jambangan', 'mati', 'min', 'air', 'nya']"
rchputraaa,"['cakk', 'ojok', 'lali', 'nggowo', 'antangin', 'ta', 'tolakangin', 'gae', 'jogo²', 'mawon']"
lukass_rahmat,"['daerah', 'manuar', 'sabrangan', 'juga', 'gangguan', 'min', 'kapan', 'selesainya', 'ya']"
saidah_d.a.p,"['min', 'daerah', 'kapasari', 'dka', 'air', 'mati', 'seharian', 'smpe', 'hari', 'ini', 'knp', 'ya']"
saidah_d.a.p,"['iyaa', 'ada', 'min', 'sy', 'lihat', 'ada', 'box', 'culvert', 'di', 'spnjg', 'jln', 'kapasari', 'baik', 'min', 'sy', 'dm', 'alamat', 'sy']"
arko_prasetyo,"['matur', 'nuwun', 'bapak', 'bapak', 'yang', 'sigap', 'semoga', 'sehat', 'selalu']"
diditaditiyan,"['area', 'bibis', 'karah', 'ini', 'kok', 'ga', 'keluar', 'airnya']"
agiestadewip21,"['min', 'kapasari', 'jg', 'dr', 'kmrin', 'loh', 'mati', 'airnya', 'sampe', 'skrg', 'udh', 'laporan', 'juga']"
mardiantrii,"['kutisari', 'utara', 'juga', 'min', 'dri', 'jm', '11', 'sampe', 'skrang', 'belum', 'keluar', 'airnyaaa']"
zdhafin,"['pdam', 'tidak', 'keluar', 'di', 'jl', 'ploso', 'timur', 'v']"
nicclaudyaa,"['daerah', 'terdampak', 'kok', 'manyar', 'sabrangan', 'mleto', 'saya', 'manyar', 'jaya', 'juga', 'mati', 'plet', 'tolong', 'd', 'update', 'yg', 'betul']"
djukliamirsyaifur,"['siapa', 'pemenangnya', 'min']"
arynpu3,"['tengger', 'kandangan', 'mati', 'total', 'lho', 'sampai', 'kapan', 'g', 'ada', 'peringatan', 'pula']"
ragilarina08,"['air', 'di', 'tengger', 'kandangan', 'mati', 'dr', 'siang', 'smpai', 'skrng', 'blm', 'nyala', 'tdk', 'ad', 'pemberitahuan', 'klo', 'air', 'mati', 'di', 'tengger', 'kandangan']"
arlinanti,"['wedine', 'terdampak', 'te']"
sandjayaalin_,"['dr', '3hr', 'kmrn', 'uda', 'kecil', 'malah', 'ga', 'keluar', 'airnya', 'daerah', 'kapasan', 'rmh', 'saya', 'jam', '3sore', 'ga', 'keluar']"
zdhafin,"['apakah', 'di', 'ploso', 'timur', 'v', 'juga', 'terdampak']"
retno_aw07,"['daerah', 'pacarkeling', 'kok', 'airnya', 'keruhh', 'min']"
yanniekristianto,"['sidotopo', 'wetan', 'baru', 'i', 'sdh', 'hampir', '1', 'bln', 'tidak', 'keluar', 'air', 'di', 'beberapa', 'rumah', 'warga', 'terutama', 'rumah', 'saya', 'mohon', 'segera', 'ditangani']"
retno_aw07,"['pacarkeling', 'gang', '4', 'no', '7']"
_bsvkaa,"['ini', 'daerah', 'jetis', 'kulonwnkromo', 'airnya', 'kok', 'keruh', 'ya', 'min', 'apa', 'krn', 'terdampak', 'juga']"
yantiyulianti40,"['jambangan', 'keluar', 'airnya', 'ko', 'masih', 'kecil', 'yah']"
ilovematih,"['jambangan', 'kapan', 'min', 'beres', 'duh', 'wes', '3', 'hari', 'air', 'e', 'kecil', 'bnget']"
pakde_bandi,"['saya', 'laporan', 'dari', 'kemarin', 'kok', 'gak', 'gercep', 'ada', 'pipa', 'bocor', 'di', 'jalan']"
mamluam,"['min', 'air', 'bungkal', 'sambikerep', 'mati', 'dari', 'jam', '2']"
kopiduagelass,"['hallo', 'min', 'saya', 'sudah', 'daftar', 'pasang', 'baru', 'dari', 'bulan', 'februari', 'tapi', 'belom', 'ada', 'respon', 'sudah', 'menghubungi', 'marketing', 'wilayah', 'kecamatan', 'mulyorejo', 'tapi', 'tidak', 'respon', 'sama', 'sekali']"
yoskustiyono92,"['apresiasi', 'buat', 'pdam', 'surabaya', 'atas', 'bs', 'melayani', 'kebutuhan', 'air', 'warga', 'kota', 'dg', 'kuwotanya', 'tp', 'sayang', 'kualitas', 'airnya', 'yg', 'mhn', 'untuk', 'di', 'tingkatkan']"
syahroniariffirmansyah,"['semangat', 'terus', 'para', 'satria', 'surya', 'sembada']"
imansyahnovianto,"['dengan', 'berakhlak', 'hebat', 'para', 'insan', 'pdam', 'surya', 'sembada', 'surabaya', 'inshaallah', 'bisa', 'melayani', 'kebutuhan', 'air', 'minum', 'masyarakat', 'surabaya', 'dengan', 'pelayanan', 'yang', 'prima']"
pdamsby.properti,"['berikut', 'ini', 'rumah', 'pompa', 'yang', 'kami', 'ketahui', '1', 'rp', 'putat', 'gede', 'i', '2', 'rp', 'ketegan', '3', 'rp', 'dukuh', 'menanggal', '4', 'rp', 'wonokitri', '5', 'rp', 'krembangan', '6', 'rp', 'pradah', '7', 'rp', 'pakuwon', '8', 'rp', 'dbal', '9', 'rp', 'keputih', '10', 'rp', 'pegirian', '11', 'rp', 'made', '12', 'rp', 'kandangan', 'kelurahan', '13', 'rp', 'kandangan', '14', 'rp', 'kedung', 'cowek', '15', 'rp', 'putat', 'gede', 'ii', '16', 'rp', 'osowilangun', '17', 'rp', 'manukan', '18', 'rp', 'jemur', 'andayani', '19', 'rp', 'tengger', 'kandangan', '20', 'rp', 'mbah', 'ratu']"
asasta_ipawiltim,"['salam', 'tukang', 'ledeng', 'dari', 'kota', 'depok', 'semangat', 'sehat', 'berkah']"
erriopeter,"['alhamdulillah', 'terbaik']"
rina_witri,"['keren', 'pdam', 'kumaju', 'trs', 'jaya', 'trs']"
jasonibrahim772,"['semoga', 'gaji', 'satgas', 'dinaikkan', 'serta', 'lemburannya', 'ditambah']"
